"regName","shortString","count","avg_days","Group","key"
"Emp_134","0.lenalidomide;56.ixazomib;",3,15,"IR","ixazomib+lenalidomide"
"Emp_134","0.ixazomib;56.lenalidomide;",3,15,"IR","ixazomib+lenalidomide"
"Emp_135","0.lenalidomide;",446,32,"R","lenalidomide"
"Emp_136","0.lenalidomide;56.melphalan;",2,3,"RM","lenalidomide+melphalan"
"Emp_136","0.melphalan;56.lenalidomide;",2,3,"RM","lenalidomide+melphalan"
"Emp_137","0.lenalidomide;56.pomalidomide;",1,29,"PomR","lenalidomide+pomalidomide"
"Emp_138","0.lenalidomide;56.thalidomide;",3,27,"RT","lenalidomide+thalidomide"
"Emp_139","0.melphalan;",28,27,"M","melphalan"
"Emp_14","0.bortezomib;28.dexamethasone;56.carfilzomib;",8,4,"VKD","bortezomib+carfilzomib+dexamethasone"
"Emp_14","0.carfilzomib;28.dexamethasone;56.bortezomib;",8,4,"VKD","bortezomib+carfilzomib+dexamethasone"
